training_losses,training_accuracies (in %),training epoch time,training lr,test_losses,test_accuracies (in %),test epoch time
0.2303687036037445,0.03365870077415012,2.0820229053497314,0.1,0.04015821139017741,0.13477088948787064,1.721283197402954
0.2729286849498749,0.06731740154830024,1.9402508735656738,0.1,0.03197984059651693,0.0,1.6054980754852295
0.2369571030139923,0.03365870077415012,1.9042649269104004,0.1,0.03227488835652669,0.13477088948787064,1.8359370231628418
0.22777870297431946,0.06731740154830024,2.186863899230957,0.1,0.03080606460571289,0.13477088948787064,1.8111920356750488
0.2306891232728958,0.03365870077415012,2.3070428371429443,0.1,0.030701138178507486,0.13477088948787064,1.5948290824890137
0.2302585393190384,0.06731740154830024,1.820127010345459,0.1,0.030701138178507486,0.13477088948787064,1.5959579944610596
0.2302585393190384,0.06731740154830024,1.8927171230316162,0.1,0.030701138178507486,0.13477088948787064,1.6622681617736816
0.2302585393190384,0.06731740154830024,2.058881998062134,0.1,0.030701138178507486,0.13477088948787064,2.2520482540130615
0.2302585393190384,0.06731740154830024,4.2362730503082275,0.1,0.030701138178507486,0.13477088948787064,2.379210948944092
0.2302585393190384,0.06731740154830024,2.278287887573242,0.1,0.030701138178507486,0.13477088948787064,1.7537851333618164
0.2302585393190384,0.06731740154830024,2.2409579753875732,0.1,0.030701138178507486,0.13477088948787064,1.7524127960205078
0.2302585393190384,0.06731740154830024,1.893273115158081,0.1,0.030701138178507486,0.13477088948787064,1.6532869338989258
0.2302585393190384,0.06731740154830024,1.9030039310455322,0.1,0.030701138178507486,0.13477088948787064,3.178412914276123
